title,prog_code,genre,air_date,air_time,Duration
Extra,EP001152646730,"Newsmagazine,Entertainment",20151114,70500,30.0
Extra,EP001152646731,"Newsmagazine,Entertainment",20151115,150000,60.0
Nazi Collaborators,EP014737960022,"History,War,Biography,Documentary",20151114,70000,60.0
Baylor Game Day,SH019759820000,"Football,Sports non-event,Sports talk",20151114,230000,60.0
Extra,EP001152646712,"Newsmagazine,Entertainment",20151024,53700,23.0
Extra,EP001152646713,"Newsmagazine,Entertainment",20151025,40000,60.0
Extra,EP001152646713,"Newsmagazine,Entertainment",20151025,80000,60.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20151025,80000,60.0
Love Israel with Baruch Korman PH.D,SH019262240000,"Special,Religious",20151025,163000,30.0
Extra,EP001152646718,"Newsmagazine,Entertainment",20151031,10000,30.0
Extra,EP001152646718,"Newsmagazine,Entertainment",20151031,60000,30.0
Extra,EP001152646719,"Newsmagazine,Entertainment",20151101,63000,60.0
Extra,EP001152646719,"Newsmagazine,Entertainment",20151101,80000,60.0
Extra,EP001152646736,"Newsmagazine,Entertainment",20151121,93100,29.0
KELOLAND Weather NOW,SH006845970000,Weather,20151121,74200,18.0
Extra,EP001152646749,"Newsmagazine,Entertainment",20151207,70500,60.0
JFK's Women: The Scandals Revealed,SH009274320000,"Special,Biography",20151206,150000,60.0
Extra,EP001152646725,"Newsmagazine,Entertainment",20151108,0,60.0
Extra,EP001152646725,"Newsmagazine,Entertainment",20151108,63500,60.0
Appalachian Highways,EP011320060005,Documentary,20151107,130000,30.0
Extra,EP001152646713,"Newsmagazine,Entertainment",20151026,40500,60.0
Extra,EP001152646719,"Newsmagazine,Entertainment",20151101,70200,60.0
Extra,EP001152646749,"Newsmagazine,Entertainment",20151206,63000,60.0
Stop-Loss,MV001991540000,"Drama,War",20151205,180000,120.0
KELOLAND Weather NOW,SH006845970000,Weather,20151128,73000,270.0
Christian Celebrity Showcase,SH008426790000,Religious,20151128,70000,30.0
The Amityville Horror,MV001561240000,Horror,20151119,211500,90.0
Ultimate Hunting,EP002527670095,"Outdoors,Hunting",20150802,13000,30.0
Love Israel with Baruch Korman PH.D,SH019262240000,"Special,Religious",20151017,230000,30.0
Extra,EP001152646743,"Newsmagazine,Entertainment",20151129,170000,60.0
Extra,EP001152646743,"Newsmagazine,Entertainment",20151129,193000,60.0
Extra,EP001152646743,"Newsmagazine,Entertainment",20151130,90000,60.0
Bianco Realty Showcase of Homes,SH015419910000,Community,20151129,153000,30.0
The Inkwell,MV000383070000,Comedy,20151218,73000,120.0
Extra,EP001152646722,"Newsmagazine,Entertainment",20151105,13000,30.0
Extra,EP001152646722,"Newsmagazine,Entertainment",20151105,63800,28.0
JFK's Women: The Scandals Revealed,SH009274320000,"Special,Biography",20151106,120000,60.0
Newsday,SH014251470000,News,20151105,10000,30.0
Extra,EP001152646614,"Newsmagazine,Entertainment",20150614,200000,60.0
Property Brothers: Buying & Selling,EP015515980042,"Reality,Home improvement,House/garden",20150614,110000,60.0
The Best Thing I Ever Ate,EP011255030068,Cooking,20150718,50000,30.0
Studio 1.0,EP020166870029,"Interview,Bus./financial,Technology",20150719,133000,30.0
Extra,EP001152646717,"Newsmagazine,Entertainment",20151030,130000,30.0
KY3 Ozarks Today,SH007074680000,News,20151029,100000,60.0
Extra,EP001152646762,"Newsmagazine,Entertainment",20151222,80700,30.0
Walk in the Word,SH004962030000,Religious,20151221,150000,30.0
The Dinosaur Project,MV004111300000,"Adventure,Science fiction",20150620,160000,85.0
Extra,EP001152646701,"Newsmagazine,Entertainment",20151011,40000,60.0
Extra,EP001152646701,"Newsmagazine,Entertainment",20151011,53000,60.0
Morency Unfiltered,SH021185150000,Sports talk,20151010,20000,30.0
JFK's Women: The Scandals Revealed,SH009274320000,"Special,Biography",20150725,190000,60.0
Africa's Piranha,SH022022830000,"Special,Nature",20150725,20000,60.0
Extra,EP001152646640,"Newsmagazine,Entertainment",20150726,63000,60.0
Studio 1.0,EP020166870024,"Interview,Bus./financial,Technology",20150614,113000,30.0
Rewind Special Edition,SH007132610000,Special,20150613,74200,18.0
Extra,EP001152646752,"Newsmagazine,Entertainment",20151210,63500,30.0
Extra,EP001152646752,"Newsmagazine,Entertainment",20151210,70600,30.0
Extra,EP001152646695,"Newsmagazine,Entertainment",20151004,40000,60.0
Extra,EP001152646695,"Newsmagazine,Entertainment",20151004,60200,60.0
World Impact,EP010635980050,Religious,20151004,50000,30.0
Extra,EP001152646754,"Newsmagazine,Entertainment",20151215,63000,30.0
Extra,EP001152646755,"Newsmagazine,Entertainment",20151214,50500,60.0
Extra,EP001152646756,"Newsmagazine,Entertainment",20151215,70000,30.0
KY3 Ozarks Today,SH007074680000,News,20151214,110000,60.0
Extra,EP001152646622,"Newsmagazine,Entertainment",20150711,33000,30.0
Extra,EP001152646638,"Newsmagazine,Entertainment",20150712,50200,60.0
Appalachian Highways,EP011320060001,Documentary,20150711,153000,30.0
Extra,EP001152646747,"Newsmagazine,Entertainment",20151203,230000,30.0
Walk in the Word,SH004962030000,Religious,20151204,150000,30.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20151203,40000,60.0
Extra,EP001152646726,"Newsmagazine,Entertainment",20151110,20000,30.0
Extra,EP001152646726,"Newsmagazine,Entertainment",20151110,50000,30.0
Extra,EP001152646727,"Newsmagazine,Entertainment",20151111,3000,30.0
Extra,EP001152646727,"Newsmagazine,Entertainment",20151111,30000,30.0
The Color of War,EP004689060016,"Documentary,History,War",20151110,30000,60.0
Not a Fan,SH014060900000,Religious,20151110,83000,30.0
The Final Conflict,MV000002750000,Horror,20151201,104000,110.0
Extra,EP001152646764,"Newsmagazine,Entertainment",20151224,63800,28.0
Extra,EP001152646765,"Newsmagazine,Entertainment",20151225,63800,28.0
Living Golf,SH005812860000,"Sports non-event,Golf",20151224,233000,30.0
The Best Thing I Ever Ate,EP011255030023,Cooking,20151229,10000,30.0
Capitalism USA with Colm O'Regan,SH022490580000,"Special,Documentary,Comedy,Politics",20151228,133000,30.0
Extra,EP001152646670,"Newsmagazine,Entertainment",20150829,230000,60.0
Great Estates Scotland,EP019726830002,Documentary,20150629,30000,60.0
Rich in Faith,EP023059570002,"Reality,Religious",20151230,123000,30.0
The Inkwell,MV000383070000,Comedy,20151229,100000,120.0
KELOLAND Weather NOW,SH006845970000,Weather,20151229,73000,180.0
News 9 at Six,SH016190260000,News,20151229,230000,30.0
Extra,EP001152646669,"Newsmagazine,Entertainment",20150823,30000,60.0
Extra,EP001152646692,"Newsmagazine,Entertainment",20150913,230000,60.0
Extra,EP001152646692,"Newsmagazine,Entertainment",20150914,43000,60.0
Skin to the Max,EP014295240001,Adults only,20150913,34500,30.0
Electronic Gifts on the Go,EP013609030001,Shopping,20151102,50000,60.0
Extra,EP001152646747,"Newsmagazine,Entertainment",20151205,63000,30.0
News 9 at Six,SH016190260000,News,20151204,230000,30.0
Extra,EP001152646764,"Newsmagazine,Entertainment",20151224,60700,30.0
Newsday,SH014251470000,News,20151224,10000,30.0
News 9 at Six,SH016190260000,News,20151223,230000,30.0
The Strain,EP018368500021,"Drama,Fantasy,Suspense",20150831,50600,62.0
Extra,EP001152646753,"Newsmagazine,Entertainment",20151211,43000,30.0
Extra,EP001152646691,"Newsmagazine,Entertainment",20151003,33000,30.0
Rewind Special Edition,SH007132610000,Special,20151003,73700,23.0
Family Worship Center Sunday,SH012595220000,Religious,20150803,13000,150.0
Extra,EP001152646738,"Newsmagazine,Entertainment",20151123,120000,30.0
Extra,EP001152646738,"Newsmagazine,Entertainment",20151124,30000,30.0
The Amityville Horror,MV001561240000,Horror,20151123,233000,90.0
Extra,EP001152646756,"Newsmagazine,Entertainment",20151215,73700,30.0
Extra,EP001152646757,"Newsmagazine,Entertainment",20151216,33000,30.0
Countdown to Apocalypse,EP016315160002,History,20151215,150000,60.0
Countdown to Apocalypse,EP016315160004,History,20151215,170000,60.0
Genesis,SH000420060000,Religious,20151215,50000,60.0
KELOLAND Weather NOW,SH006845970000,Weather,20151215,130000,60.0
Skin to the Max,EP014295240007,Adults only,20150920,32500,30.0
Extra,EP001152646727,"Newsmagazine,Entertainment",20151111,93000,30.0
Pros vs. Joes,EP008117060008,Reality,20151112,20000,60.0
Extra,EP001152646720,"Newsmagazine,Entertainment",20151103,90000,30.0
Extra,EP001152646745,"Newsmagazine,Entertainment",20151202,173000,30.0
News 9 at Six,SH016190260000,News,20151202,230000,30.0
Extra,EP001152646762,"Newsmagazine,Entertainment",20151222,80000,30.0
Extra,EP001152646763,"Newsmagazine,Entertainment",20151223,73200,30.0
Extra,EP001152646617,"Newsmagazine,Entertainment",20150705,53600,60.0
Extra,EP001152646617,"Newsmagazine,Entertainment",20150705,200000,60.0
3ABN On the Road,SH003230620000,Religious,20150705,160000,60.0
KELOLAND Weather NOW,SH006845970000,Weather,20151104,130000,60.0
Extra,EP001152646750,"Newsmagazine,Entertainment",20151208,90000,30.0
Al Ritmo de Esta Noche tu Night,SH018898030000,Entertainment,20151208,50000,60.0
Morency Unfiltered,SH021185150000,Sports talk,20151209,93000,30.0
Extra,EP001152646667,"Newsmagazine,Entertainment",20150809,0,60.0
Extra,EP001152646667,"Newsmagazine,Entertainment",20150810,70000,60.0
Extra,EP001152646568,"Newsmagazine,Entertainment",20150509,60600,30.0
The Color of War,EP004689060025,"Documentary,History,War",20151113,70000,60.0
Extra,EP001152646744,"Newsmagazine,Entertainment",20151201,63800,28.0
Extra,EP001152646745,"Newsmagazine,Entertainment",20151202,63800,28.0
Extra,EP001152646733,"Newsmagazine,Entertainment",20151118,80000,30.0
The Final Conflict,MV000002750000,Horror,20151118,50000,110.0
Lalaloopsy,EP016962260033,"Children,Fantasy,Animated",20150418,140000,30.0
Extra,EP001152646711,"Newsmagazine,Entertainment",20151023,60000,30.0
Newsday,SH014251470000,News,20151023,10000,30.0
Extra,EP001152646770,"Newsmagazine,Entertainment",20151231,63700,23.0
Morency Unfiltered,SH021185150000,Sports talk,20151231,30000,30.0
Extra,EP001152646617,"Newsmagazine,Entertainment",20150705,53500,60.0
Studio 1.0,EP020166870028,"Interview,Bus./financial,Technology",20150704,10000,30.0
Studio 1.0,EP020166870028,"Interview,Bus./financial,Technology",20150705,133000,30.0
Way Down East,MV000508920000,Drama,20150704,111100,84.0
Appalachian Highways,SH011320060000,Documentary,20150704,120000,30.0
Extra,EP001152646713,"Newsmagazine,Entertainment",20151026,73000,60.0
Extra,EP001152646714,"Newsmagazine,Entertainment",20151026,143000,30.0
Extra,EP001152646714,"Newsmagazine,Entertainment",20151026,230000,30.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150510,210000,50.0
The Amityville Horror,MV001561240000,Horror,20150411,191500,90.0
Extra,EP001152646562,"Newsmagazine,Entertainment",20150426,213000,60.0
The Secret Life of Elephants,EP011311450001,"Nature,Animals",20151118,100000,60.0
Walk in the Word,SH004962030000,Religious,20151120,150000,30.0
Extra,EP001152646769,"Newsmagazine,Entertainment",20151230,60600,29.0
Genesis,SH000420060000,Religious,20151230,50000,60.0
Extra,EP001152646651,"Newsmagazine,Entertainment",20150815,3000,30.0
Extra,EP001152646651,"Newsmagazine,Entertainment",20150815,60700,23.0
Al Ritmo de Esta Noche tu Night,SH018898030000,Entertainment,20150815,40000,60.0
Wild Spirits,EP019555970039,"Sports non-event,Action sports,Adventure",20150425,153000,30.0
Extra,EP001152646715,"Newsmagazine,Entertainment",20151028,63200,30.0
Extra,EP001152646715,"Newsmagazine,Entertainment",20151028,83000,30.0
Extra,EP001152646716,"Newsmagazine,Entertainment",20151029,60700,29.0
Extra,EP001152646739,"Newsmagazine,Entertainment",20151125,63700,30.0
Morency Unfiltered,SH021185150000,Sports talk,20151125,103000,30.0
World Impact,SH002408810000,Religious,20150517,83000,30.0
Extra,EP001152646538,"Newsmagazine,Entertainment",20150329,43500,60.0
Extra,EP001152646646,"Newsmagazine,Entertainment",20150808,53000,30.0
Studio 1.0,EP020166870026,"Interview,Bus./financial,Technology",20150905,163000,30.0
Hard Knocks Fighting Championship 47,SH022710750000,"Sports event,Mixed martial arts",20151126,170000,180.0
Extra,EP001152646563,"Newsmagazine,Entertainment",20150503,53200,60.0
Extra,EP001152646587,"Newsmagazine,Entertainment",20150601,60000,60.0
Newsday,SH014251470000,News,20150601,0,30.0
Extra,EP001152646686,"Newsmagazine,Entertainment",20150926,83100,29.0
Extra,EP001152646714,"Newsmagazine,Entertainment",20151027,80700,30.0
The Inkwell,MV000383070000,Comedy,20151027,150000,120.0
Way Down East,MV000508920000,Drama,20151027,83500,85.0
Extra,EP001152646693,"Newsmagazine,Entertainment",20150920,100000,60.0
Ice Cold Gold,EP016868740027,Reality,20150504,70000,60.0
Extra,EP001152646698,"Newsmagazine,Entertainment",20151008,53700,23.0
Extra,EP001152646698,"Newsmagazine,Entertainment",20151008,63500,30.0
Extra,EP001152646742,"Newsmagazine,Entertainment",20151128,120000,30.0
Extra,EP001152646708,"Newsmagazine,Entertainment",20151020,133000,30.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150523,50500,55.0
Extra,EP001152646583,"Newsmagazine,Entertainment",20150530,33000,30.0
Lalaloopsy,EP016962260047,"Children,Fantasy,Animated",20150530,170000,30.0
Extra,EP001152646710,"Newsmagazine,Entertainment",20151022,123000,30.0
FOX 4 Sunday AM1,SH003294450000,News,20150412,120000,30.0
Extra,EP001152646695,"Newsmagazine,Entertainment",20151005,80000,60.0
Extra,EP001152646696,"Newsmagazine,Entertainment",20151006,53700,23.0
NFL PrimeTime,SH000369920000,"Sports non-event,Football",20151005,173000,60.0
Extra,EP001152646700,"Newsmagazine,Entertainment",20151009,233000,30.0
Extra,EP001152646592,"Newsmagazine,Entertainment",20150606,60000,30.0
Extra,EP001152646661,"Newsmagazine,Entertainment",20150831,93000,30.0
Extra,EP001152646662,"Newsmagazine,Entertainment",20150831,163000,30.0
Extra,EP001152646680,"Newsmagazine,Entertainment",20150918,133000,30.0
Extra,EP001152646636,"Newsmagazine,Entertainment",20150730,213000,30.0
Extra,EP001152646613,"Newsmagazine,Entertainment",20150608,0,60.0
Endless Voyage,EP006017770017,Educational,20151001,193000,30.0
ABC 17 News at Noon,SH018119600000,"Special,News",20151001,170000,30.0
KY3 Ozarks Today,SH007074680000,News,20151014,110000,60.0
Great Estates Scotland,EP019726830003,Documentary,20151013,110000,60.0
News 9 at Six,SH016190260000,News,20151013,220000,30.0
Extra,EP001152646664,"Newsmagazine,Entertainment",20150903,53700,23.0
Extra,EP001152646665,"Newsmagazine,Entertainment",20150904,33000,30.0
Living Golf,EP005812860046,"Sports non-event,Golf",20150903,163000,30.0
Extra,EP001152646524,"Newsmagazine,Entertainment",20150321,60600,30.0
Extra,EP001152646524,"Newsmagazine,Entertainment",20150321,63300,30.0
Extra,EP001152646537,"Newsmagazine,Entertainment",20150322,0,60.0
Extra,EP001152646537,"Newsmagazine,Entertainment",20150322,73000,60.0
El Camino Espiritual del Guerrero,SH006059550000,"Special,Health",20150727,20000,60.0
Los protegidos,SH012437030000,"Drama,Science fiction",20150728,23000,90.0
Last Stand at Saber River,MV000486970000,Western,20150329,151000,100.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150329,210000,60.0
Extra,EP001152646668,"Newsmagazine,Entertainment",20150817,60000,60.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150818,0,60.0
Extra,EP001152646671,"Newsmagazine,Entertainment",20150907,33500,60.0
Extra,EP001152646672,"Newsmagazine,Entertainment",20150908,83100,29.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150611,0,50.0
Extra,EP001152646539,"Newsmagazine,Entertainment",20150406,70300,57.0
The Transporter,MV001265400000,"Action,Suspense",20150406,31500,120.0
Extra,EP001152646657,"Newsmagazine,Entertainment",20150824,163000,30.0
Walk in the Word,SH004962030000,Religious,20150824,140000,30.0
Come Here & Say That,EP021560700062,News,20150723,140000,30.0
Extra,EP001152646642,"Newsmagazine,Entertainment",20150803,163000,30.0
Morency Unfiltered,SH021185150000,Sports talk,20150804,30000,30.0
Extra,EP001152646674,"Newsmagazine,Entertainment",20150910,23000,30.0
Extra,EP001152646675,"Newsmagazine,Entertainment",20150911,93000,30.0
KY3 Ozarks Today,SH007074680000,News,20150910,110000,60.0
Newsday,SH014251470000,News,20151020,230000,30.0
Extra,EP001152646654,"Newsmagazine,Entertainment",20150820,60600,30.0
Extra,EP001152646654,"Newsmagazine,Entertainment",20150820,133000,30.0
Extra,EP001152646620,"Newsmagazine,Entertainment",20150709,113000,30.0
Extra,EP001152646621,"Newsmagazine,Entertainment",20150710,40000,30.0
Family Worship Center Sunday,SH012595220000,Religious,20150322,150000,120.0
Extra,EP001152646649,"Newsmagazine,Entertainment",20150813,130000,30.0
The Inkwell,MV000383070000,Comedy,20150814,92500,115.0
A Sister's Revenge,MV004716310000,Suspense,20150814,30000,120.0
Walk in the Word,SH004962030000,Religious,20150813,140000,30.0
KY3 Ozarks Today,SH007074680000,News,20150813,110000,60.0
Extra,EP001152646702,"Newsmagazine,Entertainment",20151013,70700,30.0
Coca-Cola: The Real Story,SH011987890000,"Special,Documentary",20151012,230000,60.0
Extra,EP001152646610,"Newsmagazine,Entertainment",20150702,130000,30.0
Extra,EP001152646611,"Newsmagazine,Entertainment",20150703,60500,30.0
Barbra Streisand: Back to Brooklyn,SH018308910000,"Special,Music",20150703,60000,150.0
Grandes Quadros Portugueses,SH016767470000,"Entertainment,Art",20151006,94200,26.0
Extra,EP001152646673,"Newsmagazine,Entertainment",20150909,63900,30.0
Extra,EP001152646685,"Newsmagazine,Entertainment",20150924,180000,30.0
KELOLAND Weather NOW,SH006845970000,Weather,20150925,63000,180.0
Extra,EP001152646643,"Newsmagazine,Entertainment",20150805,63700,30.0
Genesis,SH000420060000,Religious,20150616,110000,60.0
Extra,EP001152646765,"Newsmagazine,Entertainment",20151225,63000,30.0
Extra,EP001152646765,"Newsmagazine,Entertainment",20151225,73700,30.0
Al Ritmo de Esta Noche tu Night,SH018898030000,Entertainment,20151226,0,60.0
The Amityville Horror,MV000008110000,Horror,20150610,55000,120.0
Hard Target,MV000077580000,Action,20150610,12000,100.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150610,90000,50.0
JFK's Women: The Scandals Revealed,SH009274320000,"Special,Biography",20151003,30000,60.0
Nancy Drew y el Misterio de Hollywood,MV002435720000,"Spanish,Mystery,Adventure",20150807,43800,105.0
Extra,EP001152646659,"Newsmagazine,Entertainment",20150827,50700,30.0
Extra,EP001152646660,"Newsmagazine,Entertainment",20150828,60000,30.0
KELOLAND Weather NOW,SH006845970000,Weather,20150827,53000,240.0
Morency Unfiltered,SH021185150000,Sports talk,20150827,70000,30.0
Extra,EP001152646623,"Newsmagazine,Entertainment",20150713,173000,30.0
Extra,EP001152646638,"Newsmagazine,Entertainment",20150713,40000,60.0
Extra,EP001152646643,"Newsmagazine,Entertainment",20150805,40000,30.0
Studio 1.0,EP020166870005,"Interview,Bus./financial,Technology",20150315,10000,30.0
World Impact,SH010635980000,Religious,20150315,3000,30.0
Extra,EP001152646664,"Newsmagazine,Entertainment",20150903,43000,30.0
Mundo al Natural,SH013776150000,"Documentary,Animals,Nature,Anthology",20150903,30000,60.0
Walk in the Word,SH016366320000,Religious,20150902,150000,30.0
Extra,EP001152646600,"Newsmagazine,Entertainment",20150618,53600,30.0
Extra,EP001152646601,"Newsmagazine,Entertainment",20150619,60700,30.0
Extra,EP001152646555,"Newsmagazine,Entertainment",20150427,180000,30.0
Extra,EP001152646555,"Newsmagazine,Entertainment",20150428,50700,30.0
Extra,EP001152646605,"Newsmagazine,Entertainment",20150625,53400,29.0
Extra,EP001152646606,"Newsmagazine,Entertainment",20150626,113000,30.0
Stop-Loss,MV001991540000,"Drama,War",20150626,73000,150.0
Extra,EP001152646673,"Newsmagazine,Entertainment",20150908,190000,30.0
Al Ritmo de Esta Noche tu Night,SH018898030000,Entertainment,20150908,40000,60.0
KELOLAND Weather NOW,SH006845970000,Weather,20150810,120000,60.0
Extra,EP001152646625,"Newsmagazine,Entertainment",20150716,50700,30.0
Extra,EP001152646626,"Newsmagazine,Entertainment",20150716,213000,30.0
Property Brothers: Buying & Selling,EP015515980066,"Reality,Home improvement,House/garden",20150716,70000,60.0
Extra,EP001152646609,"Newsmagazine,Entertainment",20150701,53400,29.0
Extra,EP001152646608,"Newsmagazine,Entertainment",20150629,160000,30.0
Hard Target,MV000077580000,Action,20150629,221000,100.0
Extra,EP001152646677,"Newsmagazine,Entertainment",20150915,53000,30.0
Extra,EP001152646678,"Newsmagazine,Entertainment",20150916,50000,30.0
Extra,EP001152646678,"Newsmagazine,Entertainment",20150916,63500,30.0
The Inkwell,MV000383070000,Comedy,20150901,143500,115.0
Still Waiting: Life After Katrina,SH009374980000,"Special,Documentary",20150902,40000,60.0
Grandes Quadros Portugueses,SH016767470000,"Entertainment,Art",20150901,94500,30.0
Extra,EP001152646648,"Newsmagazine,Entertainment",20150812,50000,30.0
Six: The Mark Unleashed,MV001630320000,Suspense,20150811,210000,120.0
Morency Unfiltered,SH021185150000,Sports talk,20150811,203000,30.0
The Dinosaur Project,MV004111300000,"Adventure,Science fiction",20150812,74500,85.0
Extra,EP001152646657,"Newsmagazine,Entertainment",20150825,20000,30.0
Extra,EP001152646657,"Newsmagazine,Entertainment",20150825,70000,30.0
Extra,EP001152646658,"Newsmagazine,Entertainment",20150826,60500,30.0
Morency Unfiltered,SH021185150000,Sports talk,20150825,180000,30.0
The Strain,EP018368500024,"Drama,Fantasy,Suspense",20150921,83000,60.0
Cutaway,MV000966240000,Suspense,20150928,203000,105.0
Walk in the Word,SH004962030000,Religious,20150928,140000,30.0
KELOLAND Weather NOW,SH006845970000,Weather,20150929,120000,60.0
What About Bob?,MV000334010000,Comedy,20150501,33000,100.0
Newsday,SH014251470000,News,20150430,230000,30.0
Extra,EP001152646552,"Newsmagazine,Entertainment",20150423,53000,30.0
Extra,EP001152646552,"Newsmagazine,Entertainment",20150423,63500,30.0
Lalaloopsy,EP016962260015,"Children,Fantasy,Animated",20150423,200000,30.0
Extra,EP001152646628,"Newsmagazine,Entertainment",20150721,60000,30.0
Extra,EP001152646629,"Newsmagazine,Entertainment",20150722,70700,30.0
Extra,EP001152646542,"Newsmagazine,Entertainment",20150409,53700,23.0
Extra,EP001152646543,"Newsmagazine,Entertainment",20150410,53400,29.0
Come Here & Say That,EP021560700004,News,20150410,110000,30.0
Extra,EP001152646689,"Newsmagazine,Entertainment",20151001,50700,25.0
Extra,EP001152646689,"Newsmagazine,Entertainment",20151001,60700,30.0
Cars.TV,EP011880910047,"Newsmagazine,Auto",20151220,43000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151219,73500,30.0
Cars.TV,EP011880910101,"Newsmagazine,Auto",20151219,233000,30.0
OK! TV,EP017613070658,"Newsmagazine,Entertainment",20151219,93000,30.0
Hatched,EP022676630004,Reality,20151219,210000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151219,223000,30.0
Cars.TV,EP011880910101,"Newsmagazine,Auto",20151220,103000,30.0
Starring Adam West,MV005656590000,Documentary,20151221,60500,85.0
Foro 17,SH000308050000,"Special,News",20151220,233000,30.0
HBO On Demand,SH007661580000,null,20151220,80000,180.0
Cars.TV,EP011880910012,"Newsmagazine,Auto",20151213,200000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151213,103000,30.0
News 8 at 5:30,SH018891640000,News,20151213,233000,30.0
Cars.TV,EP011880910117,"Newsmagazine,Auto",20151228,103000,30.0
OK! TV,EP017613070663,"Newsmagazine,Entertainment",20151226,80600,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151227,173000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151227,70000,60.0
Cars.TV,EP011880910150,"Newsmagazine,Auto",20151115,70000,30.0
OK! TV,EP017613070613,"Newsmagazine,Entertainment",20151116,70000,30.0
Hook,MV000343110000,Fantasy,20151115,73000,150.0
MC Adult Alternative,SH006716400000,Music,20151115,110000,120.0
Doc Martin,EP006870310015,"Comedy-drama,Medical",20151212,232500,50.0
Cars.TV,EP011880910068,"Newsmagazine,Auto",20151212,193000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151213,93500,30.0
Tarzán,EP004934890003,"Drama,Adventure",20151108,73000,30.0
Cars.TV,EP011880910094,"Newsmagazine,Auto",20151108,70000,30.0
Cars.TV,EP011880910094,"Newsmagazine,Auto",20151108,110000,30.0
Cars.TV,EP011880910121,"Newsmagazine,Auto",20151123,90000,30.0
Starring Adam West,MV005656590000,Documentary,20151122,220000,90.0
First Church of God,SH001658020000,Religious,20151122,123000,30.0
The Best of GSL: Countdown,SH022675200000,"Special,Sports non-event,Entertainment",20151122,210000,60.0
Doc Martin,EP006870310010,"Comedy-drama,Medical",20151114,91200,48.0
Doc Martin,EP006870310081,"Comedy-drama,Medical",20151115,10000,60.0
Doc Martin,EP006870310086,"Comedy-drama,Medical",20151115,30000,60.0
Cars.TV,EP011880910150,"Newsmagazine,Auto",20151115,103500,25.0
MC Adult Alternative,SH006716400000,Music,20151115,150000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151114,93000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151115,73000,30.0
Cars.TV,EP011880910089,"Newsmagazine,Auto",20151025,70000,30.0
Sleepover,MV001498240000,Comedy,20151025,120000,90.0
Saw III,MV001795770000,Horror,20151024,233000,150.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151024,183000,30.0
Doc Martin,EP006870310086,"Comedy-drama,Medical",20151101,0,60.0
OK! TV,EP017613070603,"Newsmagazine,Entertainment",20151101,70500,30.0
Cars.TV,EP011880910121,"Newsmagazine,Auto",20151121,170000,30.0
Cars.TV,EP011880910149,"Newsmagazine,Auto",20151122,23000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151206,83200,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151206,80000,60.0
Sí Se Puede,SH022610160000,"Entertainment,Game show",20151207,50000,120.0
Cars.TV,EP011880910089,"Newsmagazine,Auto",20151025,80000,30.0
Cars.TV,EP011880910134,"Newsmagazine,Auto",20151025,200000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151025,70000,30.0
Asus Electronics,SH019211000000,Shopping,20151025,200000,60.0
Euroleague Basketball,EP008688600650,"Sports event,Basketball",20151101,200000,90.0
Cars.TV,EP011880910003,"Newsmagazine,Auto",20151102,63000,30.0
Cars.TV,EP011880910098,"Newsmagazine,Auto",20151102,103000,30.0
OK! TV,EP017613070603,"Newsmagazine,Entertainment",20151102,63000,30.0
The Diving Bell and the Butterfly,MV002019260000,"Biography,Drama",20151101,183000,120.0
MC Adult Alternative,SH006716400000,Music,20151101,90000,120.0
MC Adult Alternative,SH006716400000,Music,20151102,110000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151102,110000,60.0
Hollywood Sexcapades,EP007730620004,Adults only,20151206,45000,35.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151205,100700,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151206,83200,30.0
Please Like Me,EP017675130024,Drama,20151205,30000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151205,230000,30.0
Doc Martin,EP006870310090,"Comedy-drama,Medical",20151129,40000,60.0
Cars.TV,EP011880910104,"Newsmagazine,Auto",20151128,173000,30.0
HBO On Demand,SH007661580000,null,20151129,140000,180.0
